alloc_method,weight_scheme,mu_pi_num,fee_num,willing_share_num
"2a. weighted lottery, old wage levels",eligible applicants,-0.1,205000,0.21955468021400867
"2a. weighted lottery, old wage levels",eligible applicants,-0.1,210000,0.21028636757800356
"2a. weighted lottery, old wage levels",eligible applicants,-0.1,215000,0.20132462900243786
"2a. weighted lottery, old wage levels",eligible applicants,-0.1,220000,0.19260487737037582
"2a. weighted lottery, old wage levels",eligible applicants,-0.1,225000,0.18413378000294509
"2a. weighted lottery, old wage levels",eligible applicants,-0.1,230000,0.17592058116134093
"2a. weighted lottery, old wage levels",eligible applicants,-0.1,235000,0.1679328441237586
"2a. weighted lottery, old wage levels",eligible applicants,-0.1,240000,0.16015588442219272
"2a. weighted lottery, old wage levels",eligible applicants,-0.1,245000,0.15265318477069326
"2a. weighted lottery, old wage levels",eligible applicants,-0.1,250000,0.14539590798278768
"2a. weighted lottery, old wage levels",eligible applicants,-0.1,255000,0.13838254061748395
"2a. weighted lottery, old wage levels",eligible applicants,-0.1,260000,0.13156064398959402
"2a. weighted lottery, old wage levels",eligible applicants,-0.1,265000,0.1250039267658175
"2a. weighted lottery, old wage levels",eligible applicants,-0.1,270000,0.11864313879481016
"2a. weighted lottery, old wage levels",eligible applicants,-0.1,275000,0.11251263927747508
"2a. weighted lottery, old wage levels",eligible applicants,-0.1,280000,0.10660972856231292
"2a. weighted lottery, old wage levels",eligible applicants,-0.1,285000,0.1009724880969911
"2a. weighted lottery, old wage levels",eligible applicants,-0.1,290000,0.09549988546933032
"2a. weighted lottery, old wage levels",eligible applicants,-0.1,295000,0.09025078126278249
"2a. weighted lottery, old wage levels",eligible applicants,-0.1,300000,0.08519961059572304
"2a. weighted lottery, old wage levels",eligible applicants,0,0,1
"2a. weighted lottery, old wage levels",eligible applicants,0,5000,0.9477171583304701
"2a. weighted lottery, old wage levels",eligible applicants,0,10000,0.9001317511739394
"2a. weighted lottery, old wage levels",eligible applicants,0,15000,0.8560071336245687
"2a. weighted lottery, old wage levels",eligible applicants,0,20000,0.8148345440861269
"2a. weighted lottery, old wage levels",eligible applicants,0,25000,0.7762623734027063
"2a. weighted lottery, old wage levels",eligible applicants,0,30000,0.7398558958752595
"2a. weighted lottery, old wage levels",eligible applicants,0,35000,0.7055391940313163
"2a. weighted lottery, old wage levels",eligible applicants,0,40000,0.6731087714131447
"2a. weighted lottery, old wage levels",eligible applicants,0,45000,0.6426385412064987
"2a. weighted lottery, old wage levels",eligible applicants,0,50000,0.613903859683568
"2a. weighted lottery, old wage levels",eligible applicants,0,55000,0.5868475842209459
"2a. weighted lottery, old wage levels",eligible applicants,0,60000,0.5614545804087109
"2a. weighted lottery, old wage levels",eligible applicants,0,65000,0.5375593105253684
"2a. weighted lottery, old wage levels",eligible applicants,0,70000,0.5149560284036059
"2a. weighted lottery, old wage levels",eligible applicants,0,75000,0.4934654526415681
"2a. weighted lottery, old wage levels",eligible applicants,0,80000,0.4730675812758715
"2a. weighted lottery, old wage levels",eligible applicants,0,85000,0.4535495099723491
"2a. weighted lottery, old wage levels",eligible applicants,0,90000,0.43484714245979156
"2a. weighted lottery, old wage levels",eligible applicants,0,95000,0.4168732309101915
"2a. weighted lottery, old wage levels",eligible applicants,0,100000,0.39964634565356105
"2a. weighted lottery, old wage levels",eligible applicants,0,105000,0.38298053796691683
"2a. weighted lottery, old wage levels",eligible applicants,0,110000,0.366995492400072
"2a. weighted lottery, old wage levels",eligible applicants,0,115000,0.3515666159459414
"2a. weighted lottery, old wage levels",eligible applicants,0,120000,0.3367083476496669
"2a. weighted lottery, old wage levels",eligible applicants,0,125000,0.3224091526366596
"2a. weighted lottery, old wage levels",eligible applicants,0,130000,0.3086651041411017
"2a. weighted lottery, old wage levels",eligible applicants,0,135000,0.2953712429849965
"2a. weighted lottery, old wage levels",eligible applicants,0,140000,0.28258696150133356
"2a. weighted lottery, old wage levels",eligible applicants,0,145000,0.27022906133935437
"2a. weighted lottery, old wage levels",eligible applicants,0,150000,0.25830764574027715
"2a. weighted lottery, old wage levels",eligible applicants,0,155000,0.2468383808635613
"2a. weighted lottery, old wage levels",eligible applicants,0,160000,0.23576526939249662
"2a. weighted lottery, old wage levels",eligible applicants,0,165000,0.22504053567630364
"2a. weighted lottery, old wage levels",eligible applicants,0,170000,0.21470037958736238
"2a. weighted lottery, old wage levels",eligible applicants,0,175000,0.20474848246862679
"2a. weighted lottery, old wage levels",eligible applicants,0,180000,0.1951644333186081
"2a. weighted lottery, old wage levels",eligible applicants,0,185000,0.1858971841816784
"2a. weighted lottery, old wage levels",eligible applicants,0,190000,0.1769496801322012
"2a. weighted lottery, old wage levels",eligible applicants,0,195000,0.1683345195438407
"2a. weighted lottery, old wage levels",eligible applicants,0,200000,0.16002380601776864
"2a. weighted lottery, old wage levels",eligible applicants,0,205000,0.15201377640340977
"2a. weighted lottery, old wage levels",eligible applicants,0,210000,0.14425960012434755
"2a. weighted lottery, old wage levels",eligible applicants,0,215000,0.13686194145846625
"2a. weighted lottery, old wage levels",eligible applicants,0,220000,0.12975703136504196
"2a. weighted lottery, old wage levels",eligible applicants,0,225000,0.12290171632389273
"2a. weighted lottery, old wage levels",eligible applicants,0,230000,0.11632749226917984
"2a. weighted lottery, old wage levels",eligible applicants,0,235000,0.11002609663116213
"2a. weighted lottery, old wage levels",eligible applicants,0,240000,0.10394357728365977
"2a. weighted lottery, old wage levels",eligible applicants,0,245000,0.09815380650861431
"2a. weighted lottery, old wage levels",eligible applicants,0,250000,0.09259575582061225
"2a. weighted lottery, old wage levels",eligible applicants,0,255000,0.0872603036698899
"2a. weighted lottery, old wage levels",eligible applicants,0,260000,0.08217951864395684
"2a. weighted lottery, old wage levels",eligible applicants,0,265000,0.07734084327295931
"2a. weighted lottery, old wage levels",eligible applicants,0,270000,0.07270689147400972
"2a. weighted lottery, old wage levels",eligible applicants,0,275000,0.06828273531962238
"2a. weighted lottery, old wage levels",eligible applicants,0,280000,0.06406497979351752
"2a. weighted lottery, old wage levels",eligible applicants,0,285000,0.060036158968569495
"2a. weighted lottery, old wage levels",eligible applicants,0,290000,0.056249325087125115
"2a. weighted lottery, old wage levels",eligible applicants,0,295000,0.05265028060014072
"2a. weighted lottery, old wage levels",eligible applicants,0,300000,0.04922184590716469
"2a. weighted lottery, old wage levels",eligible applicants,0.1,0,1
"2a. weighted lottery, old wage levels",eligible applicants,0.1,5000,0.930320563163664
"2a. weighted lottery, old wage levels",eligible applicants,0.1,10000,0.8689772820235935
"2a. weighted lottery, old wage levels",eligible applicants,0.1,15000,0.8137957918159653
"2a. weighted lottery, old wage levels",eligible applicants,0.1,20000,0.763773417431568
"2a. weighted lottery, old wage levels",eligible applicants,0.1,25000,0.7179206956920106
"2a. weighted lottery, old wage levels",eligible applicants,0.1,30000,0.6757671100639736
"2a. weighted lottery, old wage levels",eligible applicants,0.1,35000,0.6368167836515648
"2a. weighted lottery, old wage levels",eligible applicants,0.1,40000,0.6008545624110342
"2a. weighted lottery, old wage levels",eligible applicants,0.1,45000,0.567552520492809
"2a. weighted lottery, old wage levels",eligible applicants,0.1,50000,0.5366540273891914
"2a. weighted lottery, old wage levels",eligible applicants,0.1,55000,0.5080021760827238
"2a. weighted lottery, old wage levels",eligible applicants,0.1,60000,0.4812283005284772
"2a. weighted lottery, old wage levels",eligible applicants,0.1,65000,0.45628744743860333
"2a. weighted lottery, old wage levels",eligible applicants,0.1,70000,0.43289578527135575
"2a. weighted lottery, old wage levels",eligible applicants,0.1,75000,0.41085722115872314
"2a. weighted lottery, old wage levels",eligible applicants,0.1,80000,0.3899782391727614
"2a. weighted lottery, old wage levels",eligible applicants,0.1,85000,0.37026027094684166
"2a. weighted lottery, old wage levels",eligible applicants,0.1,90000,0.3515263665963122
"2a. weighted lottery, old wage levels",eligible applicants,0.1,95000,0.33375501071679836
"2a. weighted lottery, old wage levels",eligible applicants,0.1,100000,0.3168378491140236
"2a. weighted lottery, old wage levels",eligible applicants,0.1,105000,0.3007042000032723
"2a. weighted lottery, old wage levels",eligible applicants,0.1,110000,0.2854156236194965
"2a. weighted lottery, old wage levels",eligible applicants,0.1,115000,0.2708240072645168
"2a. weighted lottery, old wage levels",eligible applicants,0.1,120000,0.2569213746952666
"2a. weighted lottery, old wage levels",eligible applicants,0.1,125000,0.2436943912694906
"2a. weighted lottery, old wage levels",eligible applicants,0.1,130000,0.23104018390353237
"2a. weighted lottery, old wage levels",eligible applicants,0.1,135000,0.21897760925407805
"2a. weighted lottery, old wage levels",eligible applicants,0.1,140000,0.20747729838511744
"2a. weighted lottery, old wage levels",eligible applicants,0.1,145000,0.19648374482566802
"2a. weighted lottery, old wage levels",eligible applicants,0.1,150000,0.18597134279029437
"2a. weighted lottery, old wage levels",eligible applicants,0.1,155000,0.17595281336409305
"2a. weighted lottery, old wage levels",eligible applicants,0.1,160000,0.16638954334985848
"2a. weighted lottery, old wage levels",eligible applicants,0.1,165000,0.1572987532518529
"2a. weighted lottery, old wage levels",eligible applicants,0.1,170000,0.14856828482141402
"2a. weighted lottery, old wage levels",eligible applicants,0.1,175000,0.14026710188321137
"2a. weighted lottery, old wage levels",eligible applicants,0.1,180000,0.1323212503476824
"2a. weighted lottery, old wage levels",eligible applicants,0.1,185000,0.12474062893699177
"2a. weighted lottery, old wage levels",eligible applicants,0.1,190000,0.11752859176360869
"2a. weighted lottery, old wage levels",eligible applicants,0.1,195000,0.1106439077864494
"2a. weighted lottery, old wage levels",eligible applicants,0.1,200000,0.10409852091820873
"2a. weighted lottery, old wage levels",eligible applicants,0.1,205000,0.09786122155139974
"2a. weighted lottery, old wage levels",eligible applicants,0.1,210000,0.09193610006708226
"2a. weighted lottery, old wage levels",eligible applicants,0.1,215000,0.08627063597244723
"2a. weighted lottery, old wage levels",eligible applicants,0.1,220000,0.08090270619610922
"2a. weighted lottery, old wage levels",eligible applicants,0.1,225000,0.07581877157676009
"2a. weighted lottery, old wage levels",eligible applicants,0.1,230000,0.07100840164269703
"2a. weighted lottery, old wage levels",eligible applicants,0.1,235000,0.06643944599878923
"2a. weighted lottery, old wage levels",eligible applicants,0.1,240000,0.062086176148169976
"2a. weighted lottery, old wage levels",eligible applicants,0.1,245000,0.05798540552037826
"2a. weighted lottery, old wage levels",eligible applicants,0.1,250000,0.05411635497962994
"2a. weighted lottery, old wage levels",eligible applicants,0.1,255000,0.05044392905643091
"2a. weighted lottery, old wage levels",eligible applicants,0.1,260000,0.04699991001161667
"2a. weighted lottery, old wage levels",eligible applicants,0.1,265000,0.04374462114890621
"2a. weighted lottery, old wage levels",eligible applicants,0.1,270000,0.04067442202915623
"2a. weighted lottery, old wage levels",eligible applicants,0.1,275000,0.03780653315662885
"2a. weighted lottery, old wage levels",eligible applicants,0.1,280000,0.035083893715538536
"2a. weighted lottery, old wage levels",eligible applicants,0.1,285000,0.03253165954940361
"2a. weighted lottery, old wage levels",eligible applicants,0.1,290000,0.030139686513195568
"2a. weighted lottery, old wage levels",eligible applicants,0.1,295000,0.027906297550679825
"2a. weighted lottery, old wage levels",eligible applicants,0.1,300000,0.025809240988890522
"2a. weighted lottery, old wage levels",lottery winners,-0.1,0,1
"2a. weighted lottery, old wage levels",lottery winners,-0.1,5000,0.9534958929411768
"2a. weighted lottery, old wage levels",lottery winners,-0.1,10000,0.9107183188235295
"2a. weighted lottery, old wage levels",lottery winners,-0.1,15000,0.8709168968627452
"2a. weighted lottery, old wage levels",lottery winners,-0.1,20000,0.8335879298039218
"2a. weighted lottery, old wage levels",lottery winners,-0.1,25000,0.7982786909803922
"2a. weighted lottery, old wage levels",lottery winners,-0.1,30000,0.7648869223529414
"2a. weighted lottery, old wage levels",lottery winners,-0.1,35000,0.7331543882352939
"2a. weighted lottery, old wage levels",lottery winners,-0.1,40000,0.7030215886274509
"2a. weighted lottery, old wage levels",lottery winners,-0.1,45000,0.6744203015686275
"2a. weighted lottery, old wage levels",lottery winners,-0.1,50000,0.6472918207843139
"2a. weighted lottery, old wage levels",lottery winners,-0.1,55000,0.6215637439215684
"2a. weighted lottery, old wage levels",lottery winners,-0.1,60000,0.5972248956862746
"2a. weighted lottery, old wage levels",lottery winners,-0.1,65000,0.5742342709803921
"2a. weighted lottery, old wage levels",lottery winners,-0.1,70000,0.5523972262745096
"2a. weighted lottery, old wage levels",lottery winners,-0.1,75000,0.5316504329411768
"2a. weighted lottery, old wage levels",lottery winners,-0.1,80000,0.5119543058823527
"2a. weighted lottery, old wage levels",lottery winners,-0.1,85000,0.4931041360784314
"2a. weighted lottery, old wage levels",lottery winners,-0.1,90000,0.4750974164705884
"2a. weighted lottery, old wage levels",lottery winners,-0.1,95000,0.45778921254901966
"2a. weighted lottery, old wage levels",lottery winners,-0.1,100000,0.44109479999999984
"2a. weighted lottery, old wage levels",lottery winners,-0.1,105000,0.42496306274509793
"2a. weighted lottery, old wage levels",lottery winners,-0.1,110000,0.40938218313725483
"2a. weighted lottery, old wage levels",lottery winners,-0.1,115000,0.3943697466666668
"2a. weighted lottery, old wage levels",lottery winners,-0.1,120000,0.3798116619607843
"2a. weighted lottery, old wage levels",lottery winners,-0.1,125000,0.3657316125490195
"2a. weighted lottery, old wage levels",lottery winners,-0.1,130000,0.35214343254901964
"2a. weighted lottery, old wage levels",lottery winners,-0.1,135000,0.3389754396078431
"2a. weighted lottery, old wage levels",lottery winners,-0.1,140000,0.32622844313725496
"2a. weighted lottery, old wage levels",lottery winners,-0.1,145000,0.31389205411764715
"2a. weighted lottery, old wage levels",lottery winners,-0.1,150000,0.30194580549019606
"2a. weighted lottery, old wage levels",lottery winners,-0.1,155000,0.29040478627450983
"2a. weighted lottery, old wage levels",lottery winners,-0.1,160000,0.27921492156862743
"2a. weighted lottery, old wage levels",lottery winners,-0.1,165000,0.26834173686274504
"2a. weighted lottery, old wage levels",lottery winners,-0.1,170000,0.25782156274509804
"2a. weighted lottery, old wage levels",lottery winners,-0.1,175000,0.24764004
"2a. weighted lottery, old wage levels",lottery winners,-0.1,180000,0.23775787803921564
"2a. weighted lottery, old wage levels",lottery winners,-0.1,185000,0.22818009568627454
"2a. weighted lottery, old wage levels",lottery winners,-0.1,190000,0.21888157254901958
"2a. weighted lottery, old wage levels",lottery winners,-0.1,195000,0.2098846066666666
"2a. weighted lottery, old wage levels",lottery winners,-0.1,200000,0.20119017843137257
"2a. weighted lottery, old wage levels",lottery winners,-0.1,205000,0.19273190745098037
"2a. weighted lottery, old wage levels",lottery winners,-0.1,210000,0.18453950196078428
"2a. weighted lottery, old wage levels",lottery winners,-0.1,215000,0.17661331176470582
"2a. weighted lottery, old wage levels",lottery winners,-0.1,220000,0.16887821686274507
"2a. weighted lottery, old wage levels",lottery winners,-0.1,225000,0.16143178784313725
"2a. weighted lottery, old wage levels",lottery winners,-0.1,230000,0.15423616980392155
"2a. weighted lottery, old wage levels",lottery winners,-0.1,235000,0.14725541764705885
"2a. weighted lottery, old wage levels",lottery winners,-0.1,240000,0.14050437019607848
"2a. weighted lottery, old wage levels",lottery winners,-0.1,245000,0.13396477686274508
"2a. weighted lottery, old wage levels",lottery winners,-0.1,250000,0.12767316078431368
"2a. weighted lottery, old wage levels",lottery winners,-0.1,255000,0.12158450235294108
"2a. weighted lottery, old wage levels",lottery winners,-0.1,260000,0.11570538156862742
"2a. weighted lottery, old wage levels",lottery winners,-0.1,265000,0.11002702274509799
"2a. weighted lottery, old wage levels",lottery winners,-0.1,270000,0.1045621196078431
"2a. weighted lottery, old wage levels",lottery winners,-0.1,275000,0.0993066082352941
"2a. weighted lottery, old wage levels",lottery winners,-0.1,280000,0.09424859411764708
"2a. weighted lottery, old wage levels",lottery winners,-0.1,285000,0.08938542156862744
"2a. weighted lottery, old wage levels",lottery winners,-0.1,290000,0.0846816450980392
"2a. weighted lottery, old wage levels",lottery winners,-0.1,295000,0.08017308509803923
"2a. weighted lottery, old wage levels",lottery winners,-0.1,300000,0.07584575882352945
"2a. weighted lottery, old wage levels",lottery winners,0,0,1
"2a. weighted lottery, old wage levels",lottery winners,0,5000,0.9375278505882356
"2a. weighted lottery, old wage levels",lottery winners,0,10000,0.8820408137254901
"2a. weighted lottery, old wage levels",lottery winners,0,15000,0.8319705074509804
"2a. weighted lottery, old wage levels",lottery winners,0,20000,0.786135799215686
"2a. weighted lottery, old wage levels",lottery winners,0,25000,0.7439084807843139
"2a. weighted lottery, old wage levels",lottery winners,0,30000,0.7047425474509804
"2a. weighted lottery, old wage levels",lottery winners,0,35000,0.6684270909803923
"2a. weighted lottery, old wage levels",lottery winners,0,40000,0.634472640392157
"2a. weighted lottery, old wage levels",lottery winners,0,45000,0.6028532349019607
"2a. weighted lottery, old wage levels",lottery winners,0,50000,0.5732891878431372
"2a. weighted lottery, old wage levels",lottery winners,0,55000,0.5457178278431374
"2a. weighted lottery, old wage levels",lottery winners,0,60000,0.5199806137254902
"2a. weighted lottery, old wage levels",lottery winners,0,65000,0.4958078513725489
"2a. weighted lottery, old wage levels",lottery winners,0,70000,0.4730740094117649
"2a. weighted lottery, old wage levels",lottery winners,0,75000,0.4516487827450982
"2a. weighted lottery, old wage levels",lottery winners,0,80000,0.4313883592156864
"2a. weighted lottery, old wage levels",lottery winners,0,85000,0.4121757701960784
"2a. weighted lottery, old wage levels",lottery winners,0,90000,0.39391489999999985
"2a. weighted lottery, old wage levels",lottery winners,0,95000,0.37647101294117646
"2a. weighted lottery, old wage levels",lottery winners,0,100000,0.35986101294117645
"2a. weighted lottery, old wage levels",lottery winners,0,105000,0.343979796470588
"2a. weighted lottery, old wage levels",lottery winners,0,110000,0.32879127450980383
"2a. weighted lottery, old wage levels",lottery winners,0,115000,0.31420528
"2a. weighted lottery, old wage levels",lottery winners,0,120000,0.3002354650980392
"2a. weighted lottery, old wage levels",lottery winners,0,125000,0.28684540862745106
"2a. weighted lottery, old wage levels",lottery winners,0,130000,0.2740267407843137
"2a. weighted lottery, old wage levels",lottery winners,0,135000,0.26179063372549005
"2a. weighted lottery, old wage levels",lottery winners,0,140000,0.2500123356862746
"2a. weighted lottery, old wage levels",lottery winners,0,145000,0.2386654058823529
"2a. weighted lottery, old wage levels",lottery winners,0,150000,0.22779192156862746
"2a. weighted lottery, old wage levels",lottery winners,0,155000,0.21737181803921568
"2a. weighted lottery, old wage levels",lottery winners,0,160000,0.20739924078431365
"2a. weighted lottery, old wage levels",lottery winners,0,165000,0.19776977803921572
"2a. weighted lottery, old wage levels",lottery winners,0,170000,0.18852774549019607
"2a. weighted lottery, old wage levels",lottery winners,0,175000,0.17963351176470588
"2a. weighted lottery, old wage levels",lottery winners,0,180000,0.17108252509803928
"2a. weighted lottery, old wage levels",lottery winners,0,185000,0.16288971294117638
"2a. weighted lottery, old wage levels",lottery winners,0,190000,0.15497027019607842
"2a. weighted lottery, old wage levels",lottery winners,0,195000,0.14739113686274508
"2a. weighted lottery, old wage levels",lottery winners,0,200000,0.14008678823529416
"2a. weighted lottery, old wage levels",lottery winners,0,205000,0.1330491556862745
"2a. weighted lottery, old wage levels",lottery winners,0,210000,0.12630828117647058
"2a. weighted lottery, old wage levels",lottery winners,0,215000,0.1198410376470588
"2a. weighted lottery, old wage levels",lottery winners,0,220000,0.11363569490196083
"2a. weighted lottery, old wage levels",lottery winners,0,225000,0.10766983529411762
"2a. weighted lottery, old wage levels",lottery winners,0,230000,0.10195744980392157
"2a. weighted lottery, old wage levels",lottery winners,0,235000,0.09650516431372552
"2a. weighted lottery, old wage levels",lottery winners,0,240000,0.0912689517647059
"2a. weighted lottery, old wage levels",lottery winners,0,245000,0.0862437015686275
"2a. weighted lottery, old wage levels",lottery winners,0,250000,0.08145552117647059
"2a. weighted lottery, old wage levels",lottery winners,0,255000,0.07689198156862742
"2a. weighted lottery, old wage levels",lottery winners,0,260000,0.07252576666666669
"2a. weighted lottery, old wage levels",lottery winners,0,265000,0.06834633843137256
"2a. weighted lottery, old wage levels",lottery winners,0,270000,0.06435059647058826
"2a. weighted lottery, old wage levels",lottery winners,0,275000,0.06055679921568629
"2a. weighted lottery, old wage levels",lottery winners,0,280000,0.05692751803921569
"2a. weighted lottery, old wage levels",lottery winners,0,285000,0.05347679294117647
"2a. weighted lottery, old wage levels",lottery winners,0,290000,0.050196689803921564
"2a. weighted lottery, old wage levels",lottery winners,0,295000,0.04706906666666666
"2a. weighted lottery, old wage levels",lottery winners,0,300000,0.0441379525490196
"2a. weighted lottery, old wage levels",lottery winners,0.1,0,1
"2a. weighted lottery, old wage levels",lottery winners,0.1,5000,0.9191289901960783
"2a. weighted lottery, old wage levels",lottery winners,0.1,10000,0.8497100313725494
"2a. weighted lottery, old wage levels",lottery winners,0.1,15000,0.7887761415686272
"2a. weighted lottery, old wage levels",lottery winners,0.1,20000,0.7345147870588236
"2a. weighted lottery, old wage levels",lottery winners,0.1,25000,0.6856321690196079
"2a. weighted lottery, old wage levels",lottery winners,0.1,30000,0.6412808423529412
"2a. weighted lottery, old wage levels",lottery winners,0.1,35000,0.6008076925490193
"2a. weighted lottery, old wage levels",lottery winners,0.1,40000,0.5637584913725491
"2a. weighted lottery, old wage levels",lottery winners,0.1,45000,0.5298281364705884
"2a. weighted lottery, old wage levels",lottery winners,0.1,50000,0.498593408235294
"2a. weighted lottery, old wage levels",lottery winners,0.1,55000,0.4698238184313728
"2a. weighted lottery, old wage levels",lottery winners,0.1,60000,0.4431387384313725
"2a. weighted lottery, old wage levels",lottery winners,0.1,65000,0.4183725639215686
"2a. weighted lottery, old wage levels",lottery winners,0.1,70000,0.3952681799999997
"2a. weighted lottery, old wage levels",lottery winners,0.1,75000,0.3736406694117648
"2a. weighted lottery, old wage levels",lottery winners,0.1,80000,0.3534422392156862
"2a. weighted lottery, old wage levels",lottery winners,0.1,85000,0.3344643105882352
"2a. weighted lottery, old wage levels",lottery winners,0.1,90000,0.31654272039215686
"2a. weighted lottery, old wage levels",lottery winners,0.1,95000,0.2996249611764706
"2a. weighted lottery, old wage levels",lottery winners,0.1,100000,0.2836052396078432
"2a. weighted lottery, old wage levels",lottery winners,0.1,105000,0.2685138133333333
"2a. weighted lottery, old wage levels",lottery winners,0.1,110000,0.2542002078431373
"2a. weighted lottery, old wage levels",lottery winners,0.1,115000,0.2406376301960784
"2a. weighted lottery, old wage levels",lottery winners,0.1,120000,0.22776396039215688
"2a. weighted lottery, old wage levels",lottery winners,0.1,125000,0.21560018196078432
"2a. weighted lottery, old wage levels",lottery winners,0.1,130000,0.2040367788235294
"2a. weighted lottery, old wage levels",lottery winners,0.1,135000,0.19308165607843136
"2a. weighted lottery, old wage levels",lottery winners,0.1,140000,0.1826707870588235
"2a. weighted lottery, old wage levels",lottery winners,0.1,145000,0.17276755764705892
"2a. weighted lottery, old wage levels",lottery winners,0.1,150000,0.163353243137255
"2a. weighted lottery, old wage levels",lottery winners,0.1,155000,0.1544125933333334
"2a. weighted lottery, old wage levels",lottery winners,0.1,160000,0.14588046941176472
"2a. weighted lottery, old wage levels",lottery winners,0.1,165000,0.13776428941176472
"2a. weighted lottery, old wage levels",lottery winners,0.1,170000,0.13007452823529408
"2a. weighted lottery, old wage levels",lottery winners,0.1,175000,0.12274244941176471
"2a. weighted lottery, old wage levels",lottery winners,0.1,180000,0.11574480431372551
"2a. weighted lottery, old wage levels",lottery winners,0.1,185000,0.10912866274509803
"2a. weighted lottery, old wage levels",lottery winners,0.1,190000,0.10283181411764708
"2a. weighted lottery, old wage levels",lottery winners,0.1,195000,0.09684562313725494
"2a. weighted lottery, old wage levels",lottery winners,0.1,200000,0.09114480039215687
"2a. weighted lottery, old wage levels",lottery winners,0.1,205000,0.0857490549019608
"2a. weighted lottery, old wage levels",lottery winners,0.1,210000,0.08059612980392156
"2a. weighted lottery, old wage levels",lottery winners,0.1,215000,0.07569925294117646
"2a. weighted lottery, old wage levels",lottery winners,0.1,220000,0.07105024431372549
"2a. weighted lottery, old wage levels",lottery winners,0.1,225000,0.06665483215686273
"2a. weighted lottery, old wage levels",lottery winners,0.1,230000,0.062487625882352925
"2a. weighted lottery, old wage levels",lottery winners,0.1,235000,0.05853592627450982
"2a. weighted lottery, old wage levels",lottery winners,0.1,240000,0.054801588627451
"2a. weighted lottery, old wage levels",lottery winners,0.1,245000,0.05126221333333332
"2a. weighted lottery, old wage levels",lottery winners,0.1,250000,0.04791245686274509
"2a. weighted lottery, old wage levels",lottery winners,0.1,255000,0.044764129803921554
"2a. weighted lottery, old wage levels",lottery winners,0.1,260000,0.041782441176470585
"2a. weighted lottery, old wage levels",lottery winners,0.1,265000,0.03896706549019609
"2a. weighted lottery, old wage levels",lottery winners,0.1,270000,0.03633109372549018
"2a. weighted lottery, old wage levels",lottery winners,0.1,275000,0.033844673333333325
"2a. weighted lottery, old wage levels",lottery winners,0.1,280000,0.03148827647058823
"2a. weighted lottery, old wage levels",lottery winners,0.1,285000,0.02929684901960785
"2a. weighted lottery, old wage levels",lottery winners,0.1,290000,0.02722621529411765
"2a. weighted lottery, old wage levels",lottery winners,0.1,295000,0.025286356470588224
"2a. weighted lottery, old wage levels",lottery winners,0.1,300000,0.02346511450980392
"2b. weighted lottery, new wage levels",eligible applicants,-0.1,0,1
"2b. weighted lottery, new wage levels",eligible applicants,-0.1,5000,0.9279209217072529
"2b. weighted lottery, new wage levels",eligible applicants,-0.1,10000,0.8644851182683074
"2b. weighted lottery, new wage levels",eligible applicants,-0.1,15000,0.8073822117482762
"2b. weighted lottery, new wage levels",eligible applicants,-0.1,20000,0.7556433621366847
"2b. weighted lottery, new wage levels",eligible applicants,-0.1,25000,0.7087048965697827
"2b. weighted lottery, new wage levels",eligible applicants,-0.1,30000,0.6658757091734313
"2b. weighted lottery, new wage levels",eligible applicants,-0.1,35000,0.6266680631928078
"2b. weighted lottery, new wage levels",eligible applicants,-0.1,40000,0.5905043205027497
"2b. weighted lottery, new wage levels",eligible applicants,-0.1,45000,0.5571947281138168
"2b. weighted lottery, new wage levels",eligible applicants,-0.1,50000,0.5262812254516888
"2b. weighted lottery, new wage levels",eligible applicants,-0.1,55000,0.4975433359518198
"2b. weighted lottery, new wage levels",eligible applicants,-0.1,60000,0.47081330191149506
"2b. weighted lottery, new wage levels",eligible applicants,-0.1,65000,0.4458449855983242
"2b. weighted lottery, new wage levels",eligible applicants,-0.1,70000,0.4224570131797154
"2b. weighted lottery, new wage levels",eligible applicants,-0.1,75000,0.40055948328532764
"2b. weighted lottery, new wage levels",eligible applicants,-0.1,80000,0.37993994937592745
"2b. weighted lottery, new wage levels",eligible applicants,-0.1,85000,0.3605516278257835
"2b. weighted lottery, new wage levels",eligible applicants,-0.1,90000,0.342221873090687
"2b. weighted lottery, new wage levels",eligible applicants,-0.1,95000,0.32497861569346265
"2b. weighted lottery, new wage levels",eligible applicants,-0.1,100000,0.30856995723138697
"2b. weighted lottery, new wage levels",eligible applicants,-0.1,105000,0.29310011346774884
"2b. weighted lottery, new wage levels",eligible applicants,-0.1,110000,0.27841825957929656
"2b. weighted lottery, new wage levels",eligible applicants,-0.1,115000,0.2645151435803439
"2b. weighted lottery, new wage levels",eligible applicants,-0.1,120000,0.251362136684996
"2b. weighted lottery, new wage levels",eligible applicants,-0.1,125000,0.2388216810683425
"2b. weighted lottery, new wage levels",eligible applicants,-0.1,130000,0.22697250589159468
"2b. weighted lottery, new wage levels",eligible applicants,-0.1,135000,0.21571196648337249
"2b. weighted lottery, new wage levels",eligible applicants,-0.1,140000,0.2049548747490617
"2b. weighted lottery, new wage levels",eligible applicants,-0.1,145000,0.1947780396264292
"2b. weighted lottery, new wage levels",eligible applicants,-0.1,150000,0.18513712141049143
"2b. weighted lottery, new wage levels",eligible applicants,-0.1,155000,0.1758919437898228
"2b. weighted lottery, new wage levels",eligible applicants,-0.1,160000,0.16710290652003143
