cut_variable,scenario_int,scenario_chr,mu_pi_num,quartile_int,cohort_share_pct,savings_lower_num,median_savings_num,savings_upper_num,wage_lower_num,median_wage_num,wage_upper_num,f1_share_pre_pct,f1_share_post_pct,mean_age_pre_num,mean_age_post_num,age_shift_num,hiring_rate_pct,volume_reduction_pct,fy2027_applications_num,fy2027_lost_num,cohort_mean_age_pre_num,cohort_mean_age_post_num,cohort_f1_share_pre_pct,cohort_f1_share_post_pct
payroll savings,5,"Tenure-adjusted, weighted lottery + old wage levels",0.1,1,33.60328368324397,-2.3122049616740523,-0.235621378591166,-0.08660927193350473,40969.73866083081,138788.531016133,989121.7067940723,81.06441159249957,74.87125701051988,29.760537846341258,30.745122780539045,0.9845849341977875,5.6568626988399355,94.34313730116007,66184.9932531498,62440.99905758265,30.382967255271435,31.483810956232734,83.02614265376482,81.45811889497418
payroll savings,5,"Tenure-adjusted, weighted lottery + old wage levels",0.1,2,26.71253026347329,-0.08660850010389473,0.00356325911285319,0.08993908245290386,38766.59590111127,122629.482685614,321634.9440147144,84.32090465108374,81.32399016666088,29.906045108449025,30.532822567605123,0.6267774591560986,18.228344863422276,81.77165513657772,52612.97234901255,43022.49830633753,30.382967255271435,31.483810956232734,83.02614265376482,81.45811889497418
payroll savings,5,"Tenure-adjusted, weighted lottery + old wage levels",0.1,3,22.323341096099508,0.08994226004090458,0.168222652926392,0.2636980127267044,37275.57298183776,104685.151157449,282585.4575735125,84.84406487025367,83.3026651193688,30.483556771157183,30.948030280144195,0.46447350898701245,33.82995061187936,66.17004938812065,43968.029843757125,29093.667062597713,30.382967255271435,31.483810956232734,83.02614265376482,81.45811889497418
payroll savings,5,"Tenure-adjusted, weighted lottery + old wage levels",0.1,4,17.36084495718323,0.26369946591017307,0.3681395569752435,1.245999571438833,34910.71545044166,91348.1717727989,268001.860087746,82.49345767079797,81.38019329900119,32.19220956375616,32.535725951262975,0.343516387506817,55.193866732422045,44.806133267577955,34193.902512363864,15320.96552907544,30.382967255271435,31.483810956232734,83.02614265376482,81.45811889497418
payroll savings,6,"Tenure-adjusted, weighted lottery + new wage levels",-0.1,1,53.2742372474902,-2.3122049616740523,-0.260273362973262,-0.08660927193350473,42600.65483638601,144655.867976545,989121.7067940723,80.63967866475275,76.5275393628009,29.702815821050386,30.342583280981138,0.6397674599307521,12.000338134356197,87.9996618656438,104928.88332071048,92337.06252162113,30.18509864621598,31.0387128884593,82.73910640484814,82.53023814373641
payroll savings,6,"Tenure-adjusted, weighted lottery + new wage levels",-0.1,2,28.133386462482786,-0.08660499931366103,-0.00564419259545487,0.08993908245290386,42407.61064800436,133290.049778388,295511.2731520856,85.13504593180373,83.78931189545844,30.1066479426547,30.402646705486003,0.295998762831303,36.922804778928075,63.077195221071925,55411.489268715595,34952.01326093105,30.18509864621598,31.0387128884593,82.73910640484814,82.53023814373641
payroll savings,6,"Tenure-adjusted, weighted lottery + new wage levels",-0.1,3,14.130327095502876,0.08994226004090458,0.156410238474878,0.2636466342587372,39558.527356957726,127110.768884438,282585.4575735125,85.58801025583006,85.13397064499355,31.17320684400087,31.35905750301455,0.18585065901368125,59.40317789019498,40.59682210980502,27831.077828474128,11298.533157267027,30.18509864621598,31.0387128884593,82.73910640484814,82.53023814373641
payroll savings,6,"Tenure-adjusted, weighted lottery + new wage levels",-0.1,4,4.462049194524145,0.2639468312070537,0.333110017941418,1.1602956557116868,40470.62209456671,107977.052595116,216983.80196481812,83.67669704915303,83.52087735052572,33.30878486340548,33.44008266621114,0.13129780280566195,78.08665975415343,21.91334024584657,8788.44754038316,1925.842411851896,30.18509864621598,31.0387128884593,82.73910640484814,82.53023814373641
payroll savings,6,"Tenure-adjusted, weighted lottery + new wage levels",0,1,53.2742372474902,-2.3122049616740523,-0.260273362973262,-0.08660927193350473,42600.65483638601,144655.867976545,989121.7067940723,80.63967866475275,75.68293476370243,29.702815821050386,30.453250630446654,0.7504348093962676,8.30905374062837,91.69094625937163,104928.88332071048,96210.2860161514,30.18509864621598,31.18723251410104,82.73910640484814,82.30462043899696
payroll savings,6,"Tenure-adjusted, weighted lottery + new wage levels",0,2,28.133386462482786,-0.08660499931366103,-0.00564419259545487,0.08993908245290386,42407.61064800436,133290.049778388,295511.2731520856,85.13504593180373,83.39076787599434,30.1066479426547,30.47337290902517,0.3667249663704695,27.51643517083508,72.48356482916492,55411.489268715595,40164.22274689523,30.18509864621598,31.18723251410104,82.73910640484814,82.30462043899696
payroll savings,6,"Tenure-adjusted, weighted lottery + new wage levels",0,3,14.130327095502876,0.08994226004090458,0.156410238474878,0.2636466342587372,39558.527356957726,127110.768884438,282585.4575735125,85.58801025583006,84.91895072065394,31.17320684400087,31.423246184927642,0.25003934092677227,47.82630973543868,52.17369026456132,27831.077828474128,14520.500343517091,30.18509864621598,31.18723251410104,82.73910640484814,82.30462043899696
payroll savings,6,"Tenure-adjusted, weighted lottery + new wage levels",0,4,4.462049194524145,0.2639468312070537,0.333110017941418,1.1602956557116868,40470.62209456671,107977.052595116,216983.80196481812,83.67669704915303,83.35951185207665,33.30878486340548,33.51158772743683,0.20280286403135506,69.20312474553084,30.796875254469157,8788.44754038316,2706.567225816265,30.18509864621598,31.18723251410104,82.73910640484814,82.30462043899696
payroll savings,6,"Tenure-adjusted, weighted lottery + new wage levels",0.1,1,53.2742372474902,-2.3122049616740523,-0.260273362973262,-0.08660927193350473,42600.65483638601,144655.867976545,989121.7067940723,80.63967866475275,75.13567880161044,29.702815821050386,30.517047399562642,0.8142315785122562,5.693910504884154,94.30608949511584,104928.88332071048,98954.32661065491,30.18509864621598,31.310133725619494,82.73910640484814,82.17073235033497
payroll savings,6,"Tenure-adjusted, weighted lottery + new wage levels",0.1,2,28.133386462482786,-0.08660499931366103,-0.00564419259545487,0.08993908245290386,42407.61064800436,133290.049778388,295511.2731520856,85.13504593180373,83.02557556120227,30.1066479426547,30.523356441661143,0.41670849900644313,19.977858941949822,80.02214105805018,55411.489268715595,44341.46010497794,30.18509864621598,31.310133725619494,82.73910640484814,82.17073235033497
payroll savings,6,"Tenure-adjusted, weighted lottery + new wage levels",0.1,3,14.130327095502876,0.08994226004090458,0.156410238474878,0.2636466342587372,39558.527356957726,127110.768884438,282585.4575735125,85.58801025583006,84.67691084733467,31.17320684400087,31.490481188763702,0.3172743447628328,37.28563412377737,62.71436587622263,27831.077828474128,17454.08397664554,30.18509864621598,31.310133725619494,82.73910640484814,82.17073235033497
payroll savings,6,"Tenure-adjusted, weighted lottery + new wage levels",0.1,4,4.462049194524145,0.2639468312070537,0.333110017941418,1.1602956557116868,40470.62209456671,107977.052595116,216983.80196481812,83.67669704915303,83.454320253505,33.30878486340548,33.564323237594934,0.2555383741894559,58.432889810557334,41.567110189442666,8788.44754038316,3653.103673052432,30.18509864621598,31.310133725619494,82.73910640484814,82.17073235033497
