scenario,mu_pi_num,fee_num,hiring_rate_num
baseline,0,15000,0.9147259476247614
baseline,0,20000,0.8882198360038589
baseline,0,25000,0.8625777040540221
baseline,0,30000,0.8377504941060213
baseline,0,35000,0.81362732641584945
baseline,0,40000,0.7902326121738311
baseline,0,45000,0.7674789710830333
baseline,0,50000,0.7453317568998372
baseline,0,55000,0.7237479118138395
baseline,0,60000,0.7027222594762479
baseline,0,65000,0.6821955365756098
baseline,0,70000,0.6621023034752126
baseline,0,75000,0.6424638243806029
baseline,0,80000,0.6233026869955998
baseline,0,85000,0.6045383638032046
baseline,0,90000,0.5861790899037667
baseline,0,95000,0.5681713077339358
baseline,0,100000,0.550518605444578
baseline,0,105000,0.5332635114467897
baseline,0,110000,0.5162773817086657
baseline,0,115000,0.49967750758805674
baseline,0,120000,0.48337650878802846
baseline,0,125000,0.46734797416531365
baseline,0,130000,0.4516641373144161
baseline,0,135000,0.43629141079033446
baseline,0,140000,0.42121797134185096
baseline,0,145000,0.40645067174889993
baseline,0,150000,0.3919524540599044
baseline,0,155000,0.37775125879391064
baseline,0,160000,0.363846321263029
baseline,0,165000,0.3502303181101621
baseline,0,170000,0.33693695442460175
baseline,0,175000,0.32388602621114787
baseline,0,180000,0.31113532622761814
baseline,0,185000,0.2986978247570646
baseline,0,190000,0.28652787581468664
baseline,0,195000,0.27464886120326576
baseline,0,200000,0.26301128208748037
baseline,0,205000,0.25172866520787746
baseline,0,210000,0.24072504176372322
baseline,0,215000,0.22998658855085757
baseline,0,220000,0.2196078327568763
baseline,0,225000,0.20949224724124133
baseline,0,230000,0.1996895661278559
baseline,0,235000,0.19014732006305732
baseline,0,240000,0.18088371450083518
baseline,0,245000,0.1719411013858498
baseline,0,250000,0.16330230465165527
baseline,0,255000,0.15492461942071947
baseline,0,260000,0.14686101503494034
baseline,0,265000,0.13907666878426395
baseline,0,270000,0.13159743300157645
baseline,0,275000,0.1243764852591704
baseline,0,280000,0.11745882449824707
baseline,0,285000,0.11081615726688783
baseline,0,290000,0.10442354297545933
baseline,0,295000,0.09832036305028115
baseline,0,300000,0.0925008235100351
baseline,0,305000,0.0869270134820357
baseline,0,310000,0.08160516811369142
baseline,0,315000,0.07655199289428481
baseline,0,320000,0.07174928236982661
baseline,0,325000,0.06718856615138467
baseline,0,330000,0.0628663149102374
baseline,0,335000,0.05876376438201454
baseline,0,340000,0.054871238323804146
baseline,0,345000,0.05119797181242794
baseline,0,350000,0.04774387661466786
baseline,0,355000,0.04447995341286089
baseline,0,360000,0.04140929036963837
baseline,0,365000,0.03849877061716195
baseline,0,370000,0.035782422766523124
baseline,0,375000,0.033220718336039144
baseline,0,380000,0.030827568763087926
baseline,0,385000,0.028600327051128208
