"zcta","state","puma22","stab","ZIPName","PUMA22name","pop20","afact"
"29575","45","02702","SC","Myrtle Beach, SC","Horry (Central and South) County--Myrtle Beach City",18135,1 
"29576","45","02400","SC","Murrells Inlet, SC","Clarendon, Georgetown & Williamsburg Counties",10105,0.3112 
"29576","45","02702","SC","Murrells Inlet, SC","Horry (Central and South) County--Myrtle Beach City",22371,0.6888 
"29577","45","02701","SC","Myrtle Beach, SC","Horry (Central and North) County--North Myrtle Beach City",15282,0.448 
"29577","45","02702","SC","Myrtle Beach, SC","Horry (Central and South) County--Myrtle Beach City",18827,0.552 
"29579","45","02701","SC","Myrtle Beach, SC","Horry (Central and North) County--North Myrtle Beach City",35552,0.7057 
"29579","45","02702","SC","Myrtle Beach, SC","Horry (Central and South) County--Myrtle Beach City",14826,0.2943 
"29580","45","02400","SC","Nesmith, SC","Clarendon, Georgetown & Williamsburg Counties",1174,1 
"29581","45","02601","SC","Nichols, SC","Dillon, Marion and Horry (North) Counties--Loris City",3882,1 
"29582","45","02701","SC","North Myrtle Beach, SC","Horry (Central and North) County--North Myrtle Beach City",18897,1 
"29583","45","02500","SC","Pamplico, SC","Florence County",4858,1 
"29584","45","01600","SC","Patrick, SC","Chesterfield, Darlington & Marlboro Counties",2429,1 
"29585","45","02400","SC","Pawleys Island, SC","Clarendon, Georgetown & Williamsburg Counties",16574,1 
"29588","45","02702","SC","Myrtle Beach, SC","Horry (Central and South) County--Myrtle Beach City",48113,1 
"29589","45","02601","SC","Rains, SC (PO boxes)","Dillon, Marion and Horry (North) Counties--Loris City",85,1 
"29590","45","02400","SC","Salters, SC","Clarendon, Georgetown & Williamsburg Counties",3415,1 
"29591","45","02500","SC","Scranton, SC","Florence County",4516,1 
"29592","45","02601","SC","Sellers, SC","Dillon, Marion and Horry (North) Counties--Loris City",1128,1 
"29593","45","01600","SC","Society Hill, SC","Chesterfield, Darlington & Marlboro Counties",1637,1 
"29594","45","01600","SC","Tatum, SC (PO boxes)","Chesterfield, Darlington & Marlboro Counties",112,1 
"29596","45","01600","SC","Wallace, SC","Chesterfield, Darlington & Marlboro Counties",2345,1 
"29601","45","00302","SC","Greenville, SC","Greenville County (South & West)--Outside Greenville City",557,0.042 
"29601","45","00303","SC","Greenville, SC","Greenville County (Central)--Greenville & Mauldin Cities",12704,0.958 
"29605","45","00302","SC","Greenville, SC","Greenville County (South & West)--Outside Greenville City",22102,0.5978 
"29605","45","00303","SC","Greenville, SC","Greenville County (Central)--Greenville & Mauldin Cities",14868,0.4022 
"29607","45","00303","SC","Greenville, SC","Greenville County (Central)--Greenville & Mauldin Cities",37412,0.8461 
"29607","45","00304","SC","Greenville, SC","Greenville County (Central East)--Greer City (South & West)",570,0.0129 
"29607","45","00305","SC","Greenville, SC","Greenville (South & East)--Outside Greenville & Greer (South) Cities",6234,0.141 
"29609","45","00301","SC","Greenville, SC","Greenville County (North)--Greer (North & West) & Travelers Rest Cities",9825,0.3114 
"29609","45","00302","SC","Greenville, SC","Greenville County (South & West)--Outside Greenville City",4112,0.1303 
"29609","45","00303","SC","Greenville, SC","Greenville County (Central)--Greenville & Mauldin Cities",12726,0.4034 
"29609","45","00304","SC","Greenville, SC","Greenville County (Central East)--Greer City (South & West)",4884,0.1548 
"29611","45","00201","SC","Greenville, SC","Pickens (East, Central, North) & Oconee (Northeast) Counties--Easley",511,0.0158 
"29611","45","00301","SC","Greenville, SC","Greenville County (North)--Greer (North & West) & Travelers Rest Cities",2521,0.0778 
"29611","45","00302","SC","Greenville, SC","Greenville County (South & West)--Outside Greenville City",26795,0.8267 
"29611","45","00303","SC","Greenville, SC","Greenville County (Central)--Greenville & Mauldin Cities",414,0.0128 
"29611","45","00901","SC","Greenville, SC","Anderson (Central & Northeast) County--Anderson City",2172,0.067 
"29613","45","00301","SC","Greenville, SC","Greenville County (North)--Greer (North & West) & Travelers Rest Cities",2186,1 
"29614","45","00303","SC","Greenville, SC","Greenville County (Central)--Greenville & Mauldin Cities",1707,1 
"29615","45","00303","SC","Greenville, SC","Greenville County (Central)--Greenville & Mauldin Cities",7679,0.1985 
"29615","45","00304","SC","Greenville, SC","Greenville County (Central East)--Greer City (South & West)",31005,0.8015 
"29617","45","00301","SC","Greenville, SC","Greenville County (North)--Greer (North & West) & Travelers Rest Cities",9168,0.3229 
"29617","45","00302","SC","Greenville, SC","Greenville County (South & West)--Outside Greenville City",19226,0.6771 
"29620","45","01001","SC","Abbeville, SC","Abbeville & Anderson (South) Counties--Belton City",12348,0.9977 
"29620","45","01100","SC","Abbeville, SC","Edgefield, Greenwood, McCormick & Saluda Counties",28,0.0023 
"29621","45","00901","SC","Anderson, SC","Anderson (Central & Northeast) County--Anderson City",39126,0.8772 
"29621","45","01001","SC","Anderson, SC","Abbeville & Anderson (South) Counties--Belton City",5475,0.1228 
"29624","45","00901","SC","Anderson, SC","Anderson (Central & Northeast) County--Anderson City",6758,0.456 
"29624","45","01001","SC","Anderson, SC","Abbeville & Anderson (South) Counties--Belton City",8061,0.544 
"29625","45","00901","SC","Anderson, SC","Anderson (Central & Northeast) County--Anderson City",11447,0.4014 
"29625","45","01001","SC","Anderson, SC","Abbeville & Anderson (South) Counties--Belton City",17074,0.5986 
"29626","45","01001","SC","Anderson, SC","Abbeville & Anderson (South) Counties--Belton City",13023,1 
"29627","45","00302","SC","Belton, SC","Greenville County (South & West)--Outside Greenville City",1534,0.0813 
"29627","45","00901","SC","Belton, SC","Anderson (Central & Northeast) County--Anderson City",2227,0.118 
"29627","45","01001","SC","Belton, SC","Abbeville & Anderson (South) Counties--Belton City",15110,0.8007 
"29628","45","01001","SC","Calhoun Falls, SC","Abbeville & Anderson (South) Counties--Belton City",2381,0.9703 
"29628","45","01100","SC","Calhoun Falls, SC","Edgefield, Greenwood, McCormick & Saluda Counties",73,0.0297 
"29630","45","00101","SC","Central, SC","Pickens (Southwest Corner) & Oconee (West, Central) Counties--Seneca & Clemson Cities PU",1716,0.1096 
"29630","45","00201","SC","Central, SC","Pickens (East, Central, North) & Oconee (Northeast) Counties--Easley",13164,0.8411 
"29630","45","00901","SC","Central, SC","Anderson (Central & Northeast) County--Anderson City",771,0.0493 
"29631","45","00101","SC","Clemson, SC","Pickens (Southwest Corner) & Oconee (West, Central) Counties--Seneca & Clemson Cities PU",16972,0.9816 
"29631","45","00201","SC","Clemson, SC","Pickens (East, Central, North) & Oconee (Northeast) Counties--Easley",279,0.0161 
"29631","45","00901","SC","Clemson, SC","Anderson (Central & Northeast) County--Anderson City",40,0.0023 
"29634","45","00101","SC","Clemson, SC","Pickens (Southwest Corner) & Oconee (West, Central) Counties--Seneca & Clemson Cities PU",6207,1 
"29635","45","00201","SC","Cleveland, SC","Pickens (East, Central, North) & Oconee (Northeast) Counties--Easley",581,0.4452 
"29635","45","00301","SC","Cleveland, SC","Greenville County (North)--Greer (North & West) & Travelers Rest Cities",724,0.5548 
"29638","45","01001","SC","Donalds, SC","Abbeville & Anderson (South) Counties--Belton City",2443,0.8206 
"29638","45","01100","SC","Donalds, SC","Edgefield, Greenwood, McCormick & Saluda Counties",534,0.1794 
"29639","45","01001","SC","Due West, SC","Abbeville & Anderson (South) Counties--Belton City",1703,1 
"29640","45","00201","SC","Easley, SC","Pickens (East, Central, North) & Oconee (Northeast) Counties--Easley",32191,1 
"29642","45","00201","SC","Easley, SC","Pickens (East, Central, North) & Oconee (Northeast) Counties--Easley",20331,0.5699 
"29642","45","00901","SC","Easley, SC","Anderson (Central & Northeast) County--Anderson City",15344,0.4301 
"29643","45","00101","SC","Fair Play, SC","Pickens (Southwest Corner) & Oconee (West, Central) Counties--Seneca & Clemson Cities PU",2258,0.7808 
"29643","45","01001","SC","Fair Play, SC","Abbeville & Anderson (South) Counties--Belton City",634,0.2192 
"29644","45","00302","SC","Fountain Inn, SC","Greenville County (South & West)--Outside Greenville City",242,0.0108 
"29644","45","00305","SC","Fountain Inn, SC","Greenville (South & East)--Outside Greenville & Greer (South) Cities",13459,0.602 
"29644","45","00800","SC","Fountain Inn, SC","Laurens, Newberry & Union Counties",8656,0.3872 
"29645","45","00305","SC","Gray Court, SC","Greenville (South & East)--Outside Greenville & Greer (South) Cities",5,0.0005 
"29645","45","00800","SC","Gray Court, SC","Laurens, Newberry & Union Counties",10579,0.9995 
"29646","45","01001","SC","Greenwood, SC","Abbeville & Anderson (South) Counties--Belton City",110,0.0041 
"29646","45","01100","SC","Greenwood, SC","Edgefield, Greenwood, McCormick & Saluda Counties",26673,0.9959 
"29649","45","01001","SC","Greenwood, SC","Abbeville & Anderson (South) Counties--Belton City",221,0.008 
"29649","45","01100","SC","Greenwood, SC","Edgefield, Greenwood, McCormick & Saluda Counties",27264,0.992 
"29650","45","00301","SC","Greer, SC","Greenville County (North)--Greer (North & West) & Travelers Rest Cities",23,0.0006 
"29650","45","00304","SC","Greer, SC","Greenville County (Central East)--Greer City (South & West)",38628,0.9976 
"29650","45","00402","SC","Greer, SC","Spartanburg County (West and South)--Greer & Woodruff Cities",70,0.0018 
"29651","45","00301","SC","Greer, SC","Greenville County (North)--Greer (North & West) & Travelers Rest Cities",23174,0.4564 
"29651","45","00304","SC","Greer, SC","Greenville County (Central East)--Greer City (South & West)",6731,0.1326 
"29651","45","00305","SC","Greer, SC","Greenville (South & East)--Outside Greenville & Greer (South) Cities",1220,0.024 
"29651","45","00402","SC","Greer, SC","Spartanburg County (West and South)--Greer & Woodruff Cities",19653,0.387 
"29653","45","01001","SC","Hodges, SC","Abbeville & Anderson (South) Counties--Belton City",155,0.0341 
"29653","45","01100","SC","Hodges, SC","Edgefield, Greenwood, McCormick & Saluda Counties",4393,0.9659 
"29654","45","00302","SC","Honea Path, SC","Greenville County (South & West)--Outside Greenville City",1264,0.1236 
"29654","45","00800","SC","Honea Path, SC","Laurens, Newberry & Union Counties",447,0.0437 
"29654","45","01001","SC","Honea Path, SC","Abbeville & Anderson (South) Counties--Belton City",8515,0.8327 
"29655","45","01001","SC","Iva, SC","Abbeville & Anderson (South) Counties--Belton City",7323,1 
"29657","45","00201","SC","Liberty, SC","Pickens (East, Central, North) & Oconee (Northeast) Counties--Easley",13509,0.8652 
"29657","45","00901","SC","Liberty, SC","Anderson (Central & Northeast) County--Anderson City",2105,0.1348 
"29658","45","00101","SC","Long Creek, SC","Pickens (Southwest Corner) & Oconee (West, Central) Counties--Seneca & Clemson Cities PU",283,1 
"29659","45","01001","SC","Lowndesville, SC (PO boxes)","Abbeville & Anderson (South) Counties--Belton City",98,1 
"29661","45","00201","SC","Marietta, SC","Pickens (East, Central, North) & Oconee (Northeast) Counties--Easley",1210,0.2029 
"29661","45","00301","SC","Marietta, SC","Greenville County (North)--Greer (North & West) & Travelers Rest Cities",4753,0.7971 
"29662","45","00303","SC","Mauldin, SC","Greenville County (Central)--Greenville & Mauldin Cities",11132,0.7516 
"29662","45","00305","SC","Mauldin, SC","Greenville (South & East)--Outside Greenville & Greer (South) Cities",3680,0.2484 
"29664","45","00101","SC","Mountain Rest, SC","Pickens (Southwest Corner) & Oconee (West, Central) Counties--Seneca & Clemson Cities PU",1727,1 
"29665","45","00101","SC","Newry, SC (PO boxes)","Pickens (Southwest Corner) & Oconee (West, Central) Counties--Seneca & Clemson Cities PU",199,1 
"29666","45","01100","SC","Ninety Six, SC","Edgefield, Greenwood, McCormick & Saluda Counties",6685,1 
"29667","45","00201","SC","Norris, SC","Pickens (East, Central, North) & Oconee (Northeast) Counties--Easley",243,1 
"29669","45","00302","SC","Pelzer, SC","Greenville County (South & West)--Outside Greenville City",6128,0.4428 
"29669","45","00305","SC","Pelzer, SC","Greenville (South & East)--Outside Greenville & Greer (South) Cities",992,0.0717 
"29669","45","00901","SC","Pelzer, SC","Anderson (Central & Northeast) County--Anderson City",6719,0.4855 
"29670","45","00101","SC","Pendleton, SC","Pickens (Southwest Corner) & Oconee (West, Central) Counties--Seneca & Clemson Cities PU",11,0.0012 
"29670","45","00201","SC","Pendleton, SC","Pickens (East, Central, North) & Oconee (Northeast) Counties--Easley",7,0.0007 
"29670","45","00901","SC","Pendleton, SC","Anderson (Central & Northeast) County--Anderson City",9441,0.9981 
"29671","45","00201","SC","Pickens, SC","Pickens (East, Central, North) & Oconee (Northeast) Counties--Easley",18615,1 
"29672","45","00101","SC","Seneca, SC","Pickens (Southwest Corner) & Oconee (West, Central) Counties--Seneca & Clemson Cities PU",12703,1 
"29673","45","00302","SC","Piedmont, SC","Greenville County (South & West)--Outside Greenville City",15340,0.5131 
"29673","45","00901","SC","Piedmont, SC","Anderson (Central & Northeast) County--Anderson City",14558,0.4869 
"29676","45","00101","SC","Salem, SC","Pickens (Southwest Corner) & Oconee (West, Central) Counties--Seneca & Clemson Cities PU",5641,1 
"29678","45","00101","SC","Seneca, SC","Pickens (Southwest Corner) & Oconee (West, Central) Counties--Seneca & Clemson Cities PU",23700,1 
"29680","45","00302","SC","Simpsonville, SC","Greenville County (South & West)--Outside Greenville City",3517,0.1011 
"29680","45","00305","SC","Simpsonville, SC","Greenville (South & East)--Outside Greenville & Greer (South) Cities",31267,0.8989 
"29681","45","00303","SC","Simpsonville, SC","Greenville County (Central)--Greenville & Mauldin Cities",1798,0.0284 
"29681","45","00304","SC","Simpsonville, SC","Greenville County (Central East)--Greer City (South & West)",5606,0.0886 
"29681","45","00305","SC","Simpsonville, SC","Greenville (South & East)--Outside Greenville & Greer (South) Cities",55779,0.8818 
"29681","45","00800","SC","Simpsonville, SC","Laurens, Newberry & Union Counties",74,0.0012 
"29682","45","00101","SC","Six Mile, SC","Pickens (Southwest Corner) & Oconee (West, Central) Counties--Seneca & Clemson Cities PU",1,0.0002 
"29682","45","00201","SC","Six Mile, SC","Pickens (East, Central, North) & Oconee (Northeast) Counties--Easley",4050,0.9998 
"29683","45","00301","SC","Slater, SC (PO boxes)","Greenville County (North)--Greer (North & West) & Travelers Rest Cities",324,1 
"29684","45","01001","SC","Starr, SC","Abbeville & Anderson (South) Counties--Belton City",4722,1 
"29685","45","00201","SC","Sunset, SC","Pickens (East, Central, North) & Oconee (Northeast) Counties--Easley",1806,1 
"29686","45","00101","SC","Tamassee, SC","Pickens (Southwest Corner) & Oconee (West, Central) Counties--Seneca & Clemson Cities PU",1116,1 
"29687","45","00301","SC","Taylors, SC","Greenville County (North)--Greer (North & West) & Travelers Rest Cities",23354,0.5293 
"29687","45","00304","SC","Taylors, SC","Greenville County (Central East)--Greer City (South & West)",20770,0.4707 
"29689","45","00101","SC","Townville, SC","Pickens (Southwest Corner) & Oconee (West, Central) Counties--Seneca & Clemson Cities PU",465,0.1073 
"29689","45","01001","SC","Townville, SC","Abbeville & Anderson (South) Counties--Belton City",3870,0.8927 
"29690","45","00301","SC","Travelers Rest, SC","Greenville County (North)--Greer (North & West) & Travelers Rest Cities",22912,1 
"29691","45","00101","SC","Walhalla, SC","Pickens (Southwest Corner) & Oconee (West, Central) Counties--Seneca & Clemson Cities PU",11142,1 
"29692","45","00800","SC","Ware Shoals, SC","Laurens, Newberry & Union Counties",1997,0.4339 
"29692","45","01001","SC","Ware Shoals, SC","Abbeville & Anderson (South) Counties--Belton City",662,0.1439 
"29692","45","01100","SC","Ware Shoals, SC","Edgefield, Greenwood, McCormick & Saluda Counties",1943,0.4222 
"29693","45","00101","SC","Westminster, SC","Pickens (Southwest Corner) & Oconee (West, Central) Counties--Seneca & Clemson Cities PU",14614,1 
"29696","45","00101","SC","West Union, SC","Pickens (Southwest Corner) & Oconee (West, Central) Counties--Seneca & Clemson Cities PU",4759,1 
"29697","45","00901","SC","Williamston, SC","Anderson (Central & Northeast) County--Anderson City",13038,0.9771 
"29697","45","01001","SC","Williamston, SC","Abbeville & Anderson (South) Counties--Belton City",306,0.0229 
"29702","45","00501","SC","Blacksburg, SC","Union and York (West) Counties--York City",9804,1 
"29704","45","00602","SC","Catawba, SC","York County (East & South)--Fort Mill Town",3084,0.8454 
"29704","45","00700","SC","Catawba, SC","Chester, Fairfield & Lancaster Counties",564,0.1546 
"29706","45","00501","SC","Chester, SC","Union and York (West) Counties--York City",42,0.0022 
"29706","45","00700","SC","Chester, SC","Chester, Fairfield & Lancaster Counties",19304,0.9978 
"29707","45","00700","SC","Fort Mill, SC","Chester, Fairfield & Lancaster Counties",32759,1 
"29708","45","00601","SC","Fort Mill, SC","York County (North & East)--Fort Mill Town",40227,1 
"29709","45","01600","SC","Chesterfield, SC","Chesterfield, Darlington & Marlboro Counties",5911,1 
"29710","45","00501","SC","Clover, SC","Union and York (West) Counties--York City",24680,0.6284 
"29710","45","00601","SC","Clover, SC","York County (North & East)--Fort Mill Town",14592,0.3716 
"29712","45","00602","SC","Edgemoor, SC","York County (East & South)--Fort Mill Town",352,0.1513 
"29712","45","00700","SC","Edgemoor, SC","Chester, Fairfield & Lancaster Counties",1975,0.8487 
"29714","45","00700","SC","Fort Lawn, SC","Chester, Fairfield & Lancaster Counties",2945,1 
"29715","45","00601","SC","Fort Mill, SC","York County (North & East)--Fort Mill Town",41491,1 
"29717","45","00501","SC","Hickory Grove, SC","Union and York (West) Counties--York City",1364,1 
"29718","45","00700","SC","Jefferson, SC","Chester, Fairfield & Lancaster Counties",37,0.0097 
"29718","45","01501","SC","Jefferson, SC","Richland (Northeast and North Central) & Kershaw Counties",242,0.0632 
"29718","45","01600","SC","Jefferson, SC","Chesterfield, Darlington & Marlboro Counties",3548,0.9271 
"29720","45","00700","SC","Lancaster, SC","Chester, Fairfield & Lancaster Counties",51198,1 
"29724","45","00700","SC","Lando, SC (PO boxes)","Chester, Fairfield & Lancaster Counties",49,1 
"29726","45","00501","SC","Mc Connells, SC","Union and York (West) Counties--York City",1504,0.8277 
"29726","45","00602","SC","Mc Connells, SC","York County (East & South)--Fort Mill Town",313,0.1723 
"29727","45","01600","SC","Mount Croghan, SC","Chesterfield, Darlington & Marlboro Counties",1473,1 
"29728","45","01600","SC","Pageland, SC","Chesterfield, Darlington & Marlboro Counties",9849,1 
"29729","45","00700","SC","Richburg, SC","Chester, Fairfield & Lancaster Counties",2178,1 
"29730","45","00501","SC","Rock Hill, SC","Union and York (West) Counties--York City",158,0.0028 
"29730","45","00602","SC","Rock Hill, SC","York County (East & South)--Fort Mill Town",56846,0.9916 
"29730","45","00700","SC","Rock Hill, SC","Chester, Fairfield & Lancaster Counties",321,0.0056 
"29732","45","00501","SC","Rock Hill, SC","Union and York (West) Counties--York City",1033,0.0174 
"29732","45","00601","SC","Rock Hill, SC","York County (North & East)--Fort Mill Town",13046,0.2196 
"29732","45","00602","SC","Rock Hill, SC","York County (East & South)--Fort Mill Town",45338,0.763 
"29733","45","00602","SC","Rock Hill, SC","York County (East & South)--Fort Mill Town",1710,1 
"29741","45","01600","SC","Ruby, SC","Chesterfield, Darlington & Marlboro Counties",1882,1 
"29742","45","00501","SC","Sharon, SC","Union and York (West) Counties--York City",2218,0.9288 
"29742","45","00700","SC","Sharon, SC","Chester, Fairfield & Lancaster Counties",170,0.0712 
"29743","45","00501","SC","Smyrna, SC","Union and York (West) Counties--York City",1384,1 
"29745","45","00501","SC","York, SC","Union and York (West) Counties--York City",27890,0.8555 
"29745","45","00601","SC","York, SC","York County (North & East)--Fort Mill Town",4165,0.1278 
"29745","45","00602","SC","York, SC","York County (East & South)--Fort Mill Town",547,0.0168 
"29801","45","01200","SC","Aiken, SC","Aiken County--Aiken & North Augusta Cities",27613,1 
"29803","45","01200","SC","Aiken, SC","Aiken County--Aiken & North Augusta Cities",40056,1 
"29805","45","01200","SC","Aiken, SC","Aiken County--Aiken & North Augusta Cities",5910,1 
"29809","45","01200","SC","New Ellenton, SC","Aiken County--Aiken & North Augusta Cities",2262,1 
"29810","45","01901","SC","Allendale, SC","Allendale, Bamberg, Colleton, Hampton & Beaufort (East) Counties--Port Royal Cities",3896,1 
"29812","45","01800","SC","Barnwell, SC","Barnwell, Calhoun & Orangeburg Counties",11086,0.9981 
"29812","45","01901","SC","Barnwell, SC","Allendale, Bamberg, Colleton, Hampton & Beaufort (East) Counties--Port Royal Cities",21,0.0019 
"29816","45","01200","SC","Bath, SC (PO boxes)","Aiken County--Aiken & North Augusta Cities",703,1 
"29817","45","01800","SC","Blackville, SC","Barnwell, Calhoun & Orangeburg Counties",3947,0.9502 
"29817","45","01901","SC","Blackville, SC","Allendale, Bamberg, Colleton, Hampton & Beaufort (East) Counties--Port Royal Cities",207,0.0498 
"29819","45","01001","SC","Bradley, SC","Abbeville & Anderson (South) Counties--Belton City",33,0.0228 
"29819","45","01100","SC","Bradley, SC","Edgefield, Greenwood, McCormick & Saluda Counties",1416,0.9772 
"29821","45","01100","SC","Clarks Hill, SC","Edgefield, Greenwood, McCormick & Saluda Counties",1368,1 
"29824","45","01100","SC","Edgefield, SC","Edgefield, Greenwood, McCormick & Saluda Counties",7552,1 
"29826","45","01800","SC","Elko, SC (PO boxes)","Barnwell, Calhoun & Orangeburg Counties",136,1 
"29827","45","01901","SC","Fairfax, SC","Allendale, Bamberg, Colleton, Hampton & Beaufort (East) Counties--Port Royal Cities",3547,1 
"29828","45","01200","SC","Gloverville, SC","Aiken County--Aiken & North Augusta Cities",738,1 
"29829","45","01200","SC","Graniteville, SC","Aiken County--Aiken & North Augusta Cities",12567,1 
"29831","45","01200","SC","Jackson, SC","Aiken County--Aiken & North Augusta Cities",3698,1 
"29832","45","01100","SC","Johnston, SC","Edgefield, Greenwood, McCormick & Saluda Counties",4655,0.9964 
"29832","45","01200","SC","Johnston, SC","Aiken County--Aiken & North Augusta Cities",17,0.0036 
"29834","45","01200","SC","Langley, SC (PO boxes)","Aiken County--Aiken & North Augusta Cities",500,1 
"29835","45","01100","SC","Mc Cormick, SC","Edgefield, Greenwood, McCormick & Saluda Counties",6231,1 
"29836","45","01800","SC","Martin, SC","Barnwell, Calhoun & Orangeburg Counties",50,0.1214 
"29836","45","01901","SC","Martin, SC","Allendale, Bamberg, Colleton, Hampton & Beaufort (East) Counties--Port Royal Cities",362,0.8786 
"29838","45","01100","SC","Modoc, SC","Edgefield, Greenwood, McCormick & Saluda Counties",544,1 
"29840","45","01100","SC","Mount Carmel, SC","Edgefield, Greenwood, McCormick & Saluda Counties",186,1 
"29841","45","01200","SC","North Augusta, SC","Aiken County--Aiken & North Augusta Cities",32919,1 
"29842","45","01200","SC","Beech Island, SC","Aiken County--Aiken & North Augusta Cities",8066,1 
"29843","45","01800","SC","Olar, SC","Barnwell, Calhoun & Orangeburg Counties",365,0.316 
"29843","45","01901","SC","Olar, SC","Allendale, Bamberg, Colleton, Hampton & Beaufort (East) Counties--Port Royal Cities",790,0.684 
"29844","45","01100","SC","Parksville, SC (PO boxes)","Edgefield, Greenwood, McCormick & Saluda Counties",102,1 
"29845","45","01100","SC","Plum Branch, SC","Edgefield, Greenwood, McCormick & Saluda Counties",1110,1 
"29847","45","01100","SC","Trenton, SC","Edgefield, Greenwood, McCormick & Saluda Counties",4061,0.7659 
"29847","45","01200","SC","Trenton, SC","Aiken County--Aiken & North Augusta Cities",1241,0.2341 
"29848","45","01100","SC","Troy, SC","Edgefield, Greenwood, McCormick & Saluda Counties",768,1 
"29849","45","01800","SC","Ulmer, SC","Barnwell, Calhoun & Orangeburg Counties",30,0.1075 
"29849","45","01901","SC","Ulmer, SC","Allendale, Bamberg, Colleton, Hampton & Beaufort (East) Counties--Port Royal Cities",249,0.8925 
"29851","45","01200","SC","Warrenville, SC","Aiken County--Aiken & North Augusta Cities",8534,1 
"29853","45","01200","SC","Williston, SC","Aiken County--Aiken & North Augusta Cities",1186,0.1925 
"29853","45","01800","SC","Williston, SC","Barnwell, Calhoun & Orangeburg Counties",4975,0.8075 
"29856","45","01200","SC","Windsor, SC","Aiken County--Aiken & North Augusta Cities",2698,1 
"29860","45","01100","SC","North Augusta, SC","Edgefield, Greenwood, McCormick & Saluda Counties",8628,0.5023 
"29860","45","01200","SC","North Augusta, SC","Aiken County--Aiken & North Augusta Cities",8550,0.4977 
"29899","45","01100","SC","Mc Cormick, SC","Edgefield, Greenwood, McCormick & Saluda Counties",899,1 
"29902","45","01901","SC","Beaufort, SC","Allendale, Bamberg, Colleton, Hampton & Beaufort (East) Counties--Port Royal Cities",16692,1 
"29904","45","01901","SC","Beaufort, SC (PO boxes)","Allendale, Bamberg, Colleton, Hampton & Beaufort (East) Counties--Port Royal Cities",1975,1 
"29905","45","01901","SC","Parris Island, SC (PO boxes)","Allendale, Bamberg, Colleton, Hampton & Beaufort (East) Counties--Port Royal Cities",2502,1 
"29906","45","01901","SC","Beaufort, SC","Allendale, Bamberg, Colleton, Hampton & Beaufort (East) Counties--Port Royal Cities",22608,1 
"29907","45","01901","SC","Beaufort, SC","Allendale, Bamberg, Colleton, Hampton & Beaufort (East) Counties--Port Royal Cities",14052,1 
"29909","45","02001","SC","Okatie, SC","Jasper and Beaufort (West) Counties--Bluffton and Hilton Head Cities",23621,1 
"29910","45","02001","SC","Bluffton, SC","Jasper and Beaufort (West) Counties--Bluffton and Hilton Head Cities",49140,1 
"29911","45","01901","SC","Brunson, SC","Allendale, Bamberg, Colleton, Hampton & Beaufort (East) Counties--Port Royal Cities",1320,1 
"29912","45","02001","SC","Coosawhatchie, SC","Jasper and Beaufort (West) Counties--Bluffton and Hilton Head Cities",20,1 
"29915","45","02001","SC","Daufuskie Island, SC","Jasper and Beaufort (West) Counties--Bluffton and Hilton Head Cities",557,1 
"29916","45","01901","SC","Early Branch, SC","Allendale, Bamberg, Colleton, Hampton & Beaufort (East) Counties--Port Royal Cities",776,0.5698 
"29916","45","02001","SC","Early Branch, SC","Jasper and Beaufort (West) Counties--Bluffton and Hilton Head Cities",586,0.4302 
"29918","45","01901","SC","Estill, SC","Allendale, Bamberg, Colleton, Hampton & Beaufort (East) Counties--Port Royal Cities",4832,1 
"29920","45","01901","SC","Saint Helena Island, SC","Allendale, Bamberg, Colleton, Hampton & Beaufort (East) Counties--Port Royal Cities",9214,1 
"29921","45","01901","SC","Furman, SC (PO boxes)","Allendale, Bamberg, Colleton, Hampton & Beaufort (East) Counties--Port Royal Cities",204,1 
"29922","45","01901","SC","Garnett, SC","Allendale, Bamberg, Colleton, Hampton & Beaufort (East) Counties--Port Royal Cities",578,0.5786 
"29922","45","02001","SC","Garnett, SC","Jasper and Beaufort (West) Counties--Bluffton and Hilton Head Cities",421,0.4214 
"29923","45","01901","SC","Gifford, SC (PO boxes)","Allendale, Bamberg, Colleton, Hampton & Beaufort (East) Counties--Port Royal Cities",354,1 
"29924","45","01901","SC","Hampton, SC","Allendale, Bamberg, Colleton, Hampton & Beaufort (East) Counties--Port Royal Cities",4038,1 
"29926","45","02001","SC","Hilton Head Island, SC","Jasper and Beaufort (West) Counties--Bluffton and Hilton Head Cities",24832,1 
"29927","45","02001","SC","Hardeeville, SC","Jasper and Beaufort (West) Counties--Bluffton and Hilton Head Cities",9095,1 
"29928","45","02001","SC","Hilton Head Island, SC","Jasper and Beaufort (West) Counties--Bluffton and Hilton Head Cities",15538,1 
"29929","45","01901","SC","Islandton, SC","Allendale, Bamberg, Colleton, Hampton & Beaufort (East) Counties--Port Royal Cities",1048,1 
"29932","45","01901","SC","Luray, SC","Allendale, Bamberg, Colleton, Hampton & Beaufort (East) Counties--Port Royal Cities",219,1 
"29934","45","01901","SC","Pineland, SC","Allendale, Bamberg, Colleton, Hampton & Beaufort (East) Counties--Port Royal Cities",92,0.0918 
"29934","45","02001","SC","Pineland, SC","Jasper and Beaufort (West) Counties--Bluffton and Hilton Head Cities",910,0.9082 
"29935","45","01901","SC","Port Royal, SC","Allendale, Bamberg, Colleton, Hampton & Beaufort (East) Counties--Port Royal Cities",3859,1 
"29936","45","02001","SC","Ridgeland, SC","Jasper and Beaufort (West) Counties--Bluffton and Hilton Head Cities",14196,1 
